Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Company Name,Company URL,Job Type,Deadline,Academic Level,Benefits,Level,URL,Role
Software Engineer - Java,"['POSTMAN', 'RDBMS', 'ORACLE', 'POSTGRES', 'MYSQL', 'MESSAGE BROKER', 'ESB', 'RESTFUL API', 'MICROSERVICES', 'DOCKER', 'K8S', 'AWS', 'GITLAB', 'GITHUB', 'JIRA', 'CI/CD', 'AGILE', 'OOAD']","['JAVA', 'NODEJS', 'PYTHON', 'KOTLIN', 'GO LANG', 'SQL', 'NOSQL']",2,6,45.0,['Hà Nội'],25000000.0,35000000.0,1,['tiếng Anh'],CÔNG TY CỔ PHẦN CÔNG NGHỆ TRINITY,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-trinity/109297.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Annual leaves: 12 days 13-month salary per year. Performance checkpoint twice a year Flexible, professional environment Career path development support During the Probation period, the targeted monthly income is equal to 100% of the targeted monthly income in the official employment period.Friendly, young & dynamic working environment with many activities: birthday party, happy hours, company activities, company trips...",Nhân viên,https://www.topcv.vn/viec-lam/software-engineer-java/1713505.html?ta_source=ITJobs_LinkDetail,Backend Developer
React Native Developer,"['REACT NATIVE', 'REDUX', 'REST APIS', 'GIT', 'CONTEXT API', 'ZUSTAND', 'FIREBASE ANALYTICS', 'FACEBOOK PIXEL', 'GOOGLE ANALYTICS']",['JAVASCRIPT'],2,6,45.0,['Hồ Chí Minh'],25000000.0,40000000.0,4,['tiếng Việt'],CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/201267.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"● Lương khởi điểm từ 25M - 40M● Làm việc từ thứ 2 đến thứ 6● Hưởng các chế độ, phúc lợi như: Thưởng lễ, thưởng Tết, lương tháng 13● Tổ chức sinh nhật cho nhân viên● Tổ chức teambuilding, du lịch hàng năm● Khám sức khỏe cho nhân viên hàng năm● Review lương hàng năm● Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.● Môi trường làm việc trẻ và năng động, tôn trọng phát triển cá nhân, công bằng và luôn khuyến khích sáng tạo để tạo nên những giá trị ""awesome"" cho công ty & cho thế giới● Các thành viên công ty thân thiện cởi mở, chia sẻ, giúp đỡ nhau vượt qua mọi khóa khăn trong công việc và đời sống",Nhân viên,https://www.topcv.vn/viec-lam/react-native-developer/1713498.html?ta_source=ITJobs_LinkDetail,Mobile Developer
Business Analyst (English),"['IT', 'BUSINESS ANALYSIS']",,2,6,42.5,['Hà Nội'],20000000.0,30000000.0,1,"['tiếng Anh', 'tiếng Việt']",GMO-Z.com RUNSYSTEM,https://www.topcv.vn/cong-ty/gmo-z-com-runsystem/758.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Compensation:Competitive base salary 20 - 30M (To be determined through direct discussion during the interview) Biannual salary reviews.Work-Life BalanceFlexible working hours to ensure you maintain a healthy work-life balance.No weekend work.Clear Career PathTransparent career advancement opportunities tailored to your strengths and aspirations.Regular discussions with the Department Manager to map out your growth and support your professional development.Additional PerksTeam-Building & Events:Monthly/quarterly team-building activities to strengthen camaraderie.Annual Company Trip and Year-End Party.Special celebrations for key festivals (Lunar New Year, Mid-Autumn Festival, etc.) with exclusive gifts and bonuses.AllowancesLunch allowance: VND 730,000/month.Commuting allowance: VND 200,000/month (for distances of 10 km or more).Certification allowance: VND 1,000,000 – VND 5,000,000 for obtaining professional/foreign language certificates.Bonuses and GiftsBirthday gift: VND 300,000.Year-end performance bonus.Annual company trip and year-end party.Company anniversary celebration.Leave PolicyPublic holidays in accordance with national regulations.12 days of annual leave (prorated for the actual working period).",Nhân viên,https://www.topcv.vn/viec-lam/business-analyst-english/1713497.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
Android Developer Onsite Bank,"['WEB SERVICE', 'WEB SOCKET', 'REST API', 'OOP', 'MVC', 'MVP', 'MVVM']","['JAVA', 'KOTLIN']",2,6,45.0,['Hà Nội'],15000000.0,30000000.0,1,['tiếng Việt'],CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CODEE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-cong-nghe-codee/210992.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Lương thỏa thuận theo năng lực ( 15 - 30M)Thử việc 02 tháng, 85%Xét tăng lương 1 năm/lần, Thưởng tháng 13, Thưởng dự án; Thưởng Lễ, Tết, Sinh nhậtTeam building, Happy hour, Du lịch 1 năm/lần (tùy vào tình hình thực tế của công ty)Đóng bảo hiểm sau 02 tháng thử việc theo đúng quy định của pháp luậtĐược làm việc trong môi trường sáng tạo, trẻ trung, chuyên nghiệp, được phát triển kĩ năng cá nhân và cấp thiết bị làm việc.",Nhân viên,https://www.topcv.vn/viec-lam/android-developer-onsite-bank/1618710.html?ta_source=ITJobs_LinkDetail,Mobile Developer
Senior Backend Developer (Java),"['SPRING BOOT', 'SPRING MVC', 'HIBERNATE', 'RESTFUL APIS', 'SQL', 'NOSQL', 'MICROSERVICES ARCHITECTURE', 'GIT', 'NODE.JS', 'EXPRESS.JS', 'SOCKETCLUSTER', 'REACTJS', 'NEXTJS', 'FLUTTER', 'MYSQL', 'MONGODB', 'REDIS', 'DOCKER', 'KAFKA', 'NGINX', 'OOP', 'CI/CD', 'AWS', 'GCP', 'AZURE', 'AGILE', 'SCRUM']",['JAVA'],2,6,45.0,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",Công ty TNHH Grooo International,https://www.topcv.vn/cong-ty/cong-ty-tnhh-grooo-international/2440.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Attractive salary and bonus package12 annual leave daysSocial and health insurance in accordance with state regulationsExcellent allowances (lunch, parking, birthday, happy hours, etc.)Annual salary review based on employee performance and contributionSports clubs: running club, table tennis club, football club, etc.Truly open-minded environment. Everyone is respected, and you have the freedom to pursue and achieve your goalsOther benefits in accordance with Vietnamese Labor Law",Nhân viên,https://www.topcv.vn/viec-lam/senior-backend-developer-java/1713425.html?ta_source=ITJobs_LinkDetail,Backend Developer
Nhân Viên IT,"['ERP', 'JAVASCRIPT', 'SAP ERP']",['JAVA'],2,7,48.0,['Bình Dương'],15000000.0,20000000.0,1,"['tiếng Trung', 'tiếng Anh']",CÔNG TY TNHH Y & F VN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-y-f-vn/213989.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"- Thưởng tháng 13…- Thưởng dự án…- Tăng lương hàng năm.- Tham gia đầy đủ BHXH, BHYT, BHTN-  Nghỉ phép năm, Lễ - Tết theo Luật Lao động- Teambuilding và nhiều hoạt động khác theo quy chế Công ty.- Môi trường làm việc tốt, năng động, cơ hội thăng tiến & phát triển bản thân.",Nhân viên,https://www.topcv.vn/viec-lam/nhan-vien-it/1712688.html?ta_source=ITJobs_LinkDetail,Công nghệ thông tin khác
Performance Tester,"['WEB', 'PC', 'MOBILE', 'MICRO-SERVICE', 'POSTMAN', 'BANK', 'JMETER', 'LOADRUNNER', 'GATLING', 'CƠ SỞ DỮ LIỆU', 'HỆ THỐNG']",,2,6,45.0,['Hà Nội'],25000000.0,36000000.0,2,['tiếng Việt'],CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/201267.html,Toàn thời gian,29/05/2025,Trung cấp trở lên,"Lương: upto 36MLàm việc từ thứ 2 đến thứ 6, nghỉ T7 và CNHưởng các chế độ, phúc lợi như: Thưởng lễ, thưởng Tết, lương tháng 13Tổ chức sinh nhật cho nhân viênTổ chức teambuilding, du lịch hàng nămKhám sức khỏe cho nhân viên hàng nămNghỉ phép: 1ng/ thángReview lương: 2 lần/ nămBảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.Môi trường làm việc trẻ và năng động, tôn trọng phát triển cá nhân, công bằng và luôn khuyến khích sáng tạo để tạo nên những giá trị ""awesome"" cho công ty & cho thế giớiCác thành viên công ty thân thiện cởi mở, chia sẻ, giúp đỡ nhau vượt qua mọi khó khăn trong công việc và đời sống",Nhân viên,https://www.topcv.vn/viec-lam/performance-tester/1713444.html?ta_source=ITJobs_LinkDetail,Software Tester (Automation & Manual)
Fresher Developer,"['REACTJS', 'VUEJS', 'FLUTTER', 'BACKEND', 'MYSQL', 'MONGODB']","['PHP', 'JAVASCRIPT']",2,6,45.0,['Hà Nội'],,12000000.0,2,['tiếng Nhật'],CÔNG TY CỔ PHẦN QUỐC TẾ TDA VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-co-phan-quoc-te-tda-viet-nam/94975.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Cơ hội phát triển:Làm việc, học hỏi và phát triển cùng đồng nghiệp là những kỹ sư trẻ tài năng, đam mê và có lý tưởng lớn.Được tham gia các chương trình training về kỹ năng công nghệ và kỹ năng mềm, phương pháp làm việc (Agile, Scrum...).Được tư vấn và chia sẻ về phát triển năng lực và nghề nghiệp bản thân.Chế độ đãi ngộ:Lương: Up to 12M Gross.Thưởng: Lên đến 15 tháng lương/năm, bao gồm:Bonus cố định: 01 tháng lương (tương ứng với thời gian làm việc trong kỳ đánh giá).Performance Bonus (Dựa theo kết quả; Performance review): 2 lần/năm.Thưởng tổng kết doanh thu năm, thưởng nhân viên tiêu biểu tháng.Du lịch năm, team building tháng (200k/người), tổ chức sinh nhật tháng, Trung thu,...Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.Khám sức khỏe định kỳ hàng năm tại bệnh viện uy tín.Văn phòng rộng rãi, trang thiết bị hiện đại, môi trường làm việc mở.",Nhân viên,https://www.topcv.vn/viec-lam/fresher-developer/1713420.html?ta_source=ITJobs_LinkDetail,Software Engineer
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),['UI/UX DESIGN'],,2,6,,['Hà Nội'],18000000.0,25000000.0,1,"['tiếng Việt', 'tiếng Anh']",CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tap-doan-apec-group/135699.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Mức lương hấp dẫn từ 18.000.000 - 25.000.000 VNĐ, được hưởng đầy đủ các chế độ bảo hiểm & phúc lợi theo quy định của Nhà nước;Làm việc cùng các chuyên gia có nhiều năm kinh nghiệm trong lĩnh vực, được đào tạo và định hướng để phát triển, có cơ hội thăng tiến lên các vị trí cao hơn sau 1-3 năm gắn bó;Một đời sống văn hóa tinh thần sâu sắc – những đặc sản chỉ có ở Apec: ly cà phê thượng hạng buổi sáng; những buổi tập thể dục đầu giờ; CLB bóng bàn, Yoga, Zumba; những buổi chia sẻ về sách, về Thiết kế, về triết lý vị nhân sinh;Làm việc trong công ty nơi luôn coi sự phát triển của Đất nước, Cộng đồng, Nhân viên là triết lý, chứ không phải Kinh doanh hay Lợi nhuận, môi trường làm việc cởi mở, sáng tạo để bạn có thể thỏa sức “vùng vẫy” trong các ý tưởng, luôn tôn trọng chất riêng cá nhân và lắng nghe ý kiến của bạn;Văn phòng làm việc đẹp và sáng tạo bậc nhất; Môi trường làm việc trẻ trung, năng động với 85% là 9X.",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst/1713881.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
Nodejs Developer (Strong English),"['WEB', 'FULLSTACK', 'REACTJS', 'VUEJS', 'RESTFUL API', 'EXPRESS', 'HTML', 'CSS', 'JAVASCRIPT', 'TYPESCRIPT', 'LESS', 'SASS', 'SCSS', 'GIT', 'SQL', 'NOSQL']",['JAVASCRIPT'],2,6,45.0,['Hà Nội'],20000000.0,30000000.0,1,['tiếng Anh'],CÔNG TY CỔ PHẦN POWERGATE SOFTWARE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-powergate-software/76002.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Attractive salary package: Base Salary (Up to 30M Net) + Quarterly Project Bonus.Package: 13 - 14 months salary per year.100% salary paid during probation.Salary review twice a year.Work with great potential IT projects and programs (from US, UK, AU,...).Professional working environments with young, enthusiastic and motivated teams.Join all the insurance regimes under the provision of the Labor Law.Other team building activities: Annual company trip, quarterly team building, happy hour, sport club, charity activities, etc.Free entertainment parties: Birthday party, Anniversary party, Sum-up Party, Year-End Party, etc.",Nhân viên,https://www.topcv.vn/viec-lam/nodejs-developer-strong-english/1713367.html?ta_source=ITJobs_LinkDetail,Backend Developer
Manual Tester (Từ 1.5 Năm Kinh Nghiệm),"['API', 'DATABASE', 'MS SQL', 'MYSQL', 'ORACLE']",['SQL'],2,6,45.0,['Hà Nội'],,22000000.0,2,['tiếng Việt'],CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CODEE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-cong-nghe-codee/210992.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Lương thỏa thuận theo năng lực ( upto 22M)Thử việc 02 tháng, 85%Xét tăng lương 1 năm/lần, Thưởng tháng 13, Thưởng dự án; Thưởng Tết, Sinh nhậtTeam building, Happy hour, Du lịch 1 năm/lần (tùy vào tình hình thực tế của công ty)Đóng bảo hiểm sau 02 tháng thử việc theo đúng quy định của pháp luậtĐược làm việc trong môi trường sáng tạo, trẻ trung, chuyên nghiệp, được phát triển kĩ năng cá nhân và cấp thiết bị làm việc.",Nhân viên,https://www.topcv.vn/viec-lam/manual-tester-tu-1-5-nam-kinh-nghiem/1713373.html?ta_source=ITJobs_LinkDetail,Manual Tester
System Administrator Network,"['ROUTER', 'SWITCH L2/L3', 'FIREWALL', 'LOAD BALANCER', 'VPN', 'LINUX', 'UBUNTU', 'CENTOS', 'FORTINET', 'CISCO', 'JUNIPER', 'LAYER 2', 'LAYER 3', 'FORTIGATE', 'IPSEC', 'HSRP', 'BGP', 'OSPF', 'VMWARE', 'HYPER-V', 'DOCKER', 'JENKINS', 'CCNA', 'CCNP', 'ISO 27001:2022', 'IPS', 'SIEM', 'ENDPOINT SECURITY']",,2,6,45.0,['Hồ Chí Minh'],,25000000.0,1,['tiếng Việt'],Công ty cổ phần công nghệ Isofh,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-isofh/16466.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Thời gian: 8h -17h30, từ T2 – T6, nghỉ T7 - CNMức lương: upto 30 triệu (gross)Thưởng thâm niên làm việc: 5triệu/nămThưởng Tết (theo hoạt động kết quả kinh doanh)Cơ hội phát triển sự nghiệp, tham gia các khóa đào tạo nội bộ nâng cao chuyên môn.Tham gia đầy đủ BHXH, BHYT, BHTN; Gói bảo hiểm sức khỏe Bảo Việt (theo thâm niên)Sử dụng sách miễn phí tại thư viện và các trò chơi giải trí: PS5, Bi lắc, ....Tham gia đa dạng hoạt động nội bộ : 8/3, 20/10, giáng sinh, sinh nhật, teambuilding, tiệc cuối năm Year-end Party, khám sức khỏe định kỳ hàng năm,...",Nhân viên,https://www.topcv.vn/viec-lam/system-administrator-network/1560180.html?ta_source=ITJobs_LinkDetail,Network Engineer
"Fullstack Developer (Java, Angular)","['SPRING BOOT', 'SPRING MVC', 'RESTFUL APIS', 'MYSQL', 'POSTGRESQL', 'MONGODB', 'GIT', 'AWS', 'KUBERNETES', 'LOAD BALANCING', 'RDBMS']","['JAVA', 'ANGULARJS', 'ANGULAR 2+', 'RXJS', 'SQL', 'NOSQL']",2,6,45.0,['Hà Nội'],17000000.0,26000000.0,4,['tiếng Việt'],CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/201267.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Lương: 17-26M GrossLàm việc từ thứ 2 đến thứ 6, nghỉ T7 và CNHưởng các chế độ, phúc lợi như: Thưởng lễ, thưởng Tết, lương tháng 13Tổ chức sinh nhật cho nhân viênTổ chức teambuilding, du lịch hàng nămKhám sức khỏe cho nhân viên hàng nămNghỉ phép: 1ng/ thángReview lương: 2 lần/ nămBảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.Môi trường làm việc trẻ và năng động, tôn trọng phát triển cá nhân, công bằng và luôn khuyến khích sáng tạo để tạo nên những giá trị ""awesome"" cho công ty & cho thế giớiCác thành viên công ty thân thiện cởi mở, chia sẻ, giúp đỡ nhau vượt qua mọi khó khăn trong công việc và đời sống",Nhân viên,https://www.topcv.vn/viec-lam/fullstack-developer-java-angular/1713328.html?ta_source=ITJobs_LinkDetail,Backend Developer
Manual Tester,"['API', 'TESTER', 'TEST CASES', 'TESTING', 'MS SQL', 'MYSQL', 'ORACLE']",['SQL'],2,6,45.0,['Hà Nội'],,25000000.0,3,['tiếng Việt'],Công ty TNHH Công nghệ và Truyền thông VNDitech,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-va-truyen-thong-vnditech/200652.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"Lương thỏa thuận theo năng lực (upto 25Mgross)Review lương 1 năm/ lầnThử việc 02 tháng, 85%Lương tháng 13, thưởng dự án, thưởng đột xuất,…Hỗ trợ vé xe onsiteQuà và thưởng tết, các ngày lễ, ngày sinh nhậtĐóng bảo hiểm sau 02 tháng thử việc theo đúng quy định của pháp luậtDu lịch 1 năm/ lần ( tùy vào tình hình của công ty ), team building ,…Môi trường làm việc chuyên nghiệp, phát triển kĩ năng cá nhân, được cấp thiết bị làm việc cần thiết.",Nhân viên,https://www.topcv.vn/viec-lam/manual-tester/1519033.html?ta_source=ITJobs_LinkDetail,Software Tester (Automation & Manual)
Developer Game Mobile Fresher,"['IOS', 'ANDROID', 'UNITY 3D', 'DATABASE', 'SQL', 'GIT']","['C/C++', 'JAVA', 'JAVASCRIPT', 'C#']",2,6,37.5,['Hà Nội'],,,1,['tiếng Việt'],CÔNG TY CỔ PHẦN CÔNG NGHỆ GROWX,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-growx/202445.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Làm việc tại văn phòng 3 ngày (2 - 4 - 6) từ 9:00 - 16:30Hỗ trợ ăn trưa tại văn phòng thực đơn đa dạngCác hoạt động Du lịch/ Team Building hàng năm, Happy Friday hàng tuần, Event chương trình nội bộ mỗi tháng.Khám sức khỏe định kỳ tại các Bệnh viện lớn.Thưởng các ngày Lễ, Tết, lương tháng 13 theo quy định.Được xét khen thưởng khi hoàn thành tốt nhiệm vụ được giao hay có những thành tích đóng góp cho Công ty.Được trả lương đầy đủ, đúng hạn.Được xét nâng lương định kỳ hay đột xuất theo quy định của Công ty.Được đóng bảo hiểm xã hội, bảo hiểm y tế và hưởng các quyền lợi khác trong Thỏa ước lao động tập thể/Nội quy lao động.Được đề bạt thăng tiến khi chứng tỏ được phẩm chất, năng lực.Được hưởng chính sách đào tạo phát triển của Công ty.",Nhân viên,https://www.topcv.vn/viec-lam/developer-game-mobile-fresher/1539823.html?ta_source=ITJobs_LinkDetail,Software Engineer
